DNU,Place Name,Syriaca-Name,Check with author,Syriaca-URI,ID_Number,Pleiades,Geonames,Wikipedia,Viaf,DARE,geonames.nga.mil,DAI,Iranica,Other,Place_Type_from_working-data,DNU,"Syriaca,DD",DNU,Draft_Coordinates_DMS,DNU,Draft_Coordinates_DD,Apprx,Source,UniqueID_from_working-data,OtherID_from_working-data,GazetterNote_from_working-data,Notes_from_working-data,Date Range,Requested-by_from_working-data,RelatedChapter_from_working-data,Scope,Existence_Date,DNU,Map#
Old462,Lake Van,,y,http://syriaca.org/place/117,Old462,,,,,,,,,,Open-water,Old462,,Old462,,Old462,"38.5,42.5",y,http://pleiades.stoa.org/places/874772,,,,Both maps,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1527",Mesopotami and Central Asia,1200-1600,Old462,"1, 4"
Old463,Kerala,,y,http://syriaca.org/place/602,Old463,,,,,,,,,,Province,Old463,,Old463,,Old463,"10.41667,76.5",,http://gazetteer.dainst.org/place/2379402,,,http://syriaca.org/place/602,,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1552",Mesopotami and Central Asia,1200-1600,Old463,"1, 4"
Old464,Byzantium,,y,,Old464,,,,,,,,,,Region,Old464,#N/A,Old464,,Old464,,,,,,,,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1558",Mesopotami and Central Asia,1200-1600,Old464,"1, 4"
Old465,China,,y,http://syriaca.org/place/472,Old465,,,,,,,,,,Region,Old465,,Old465,,Old465,,,http://gazetteer.dainst.org/place/2290562,,,http://syriaca.org/place/472,,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1550",Mesopotami and Central Asia,1200-1600,Old465,"1, 4"
Old466,Crimea,,y,,Old466,,,https://en.wikipedia.org/wiki/Crimea,,,,,,,Region,Old466,#N/A,Old466,,Old466,"45.3,34.4",,,,,,,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1557",Mesopotami and Central Asia,1200-1600,Old466,"1, 4"
Old467,Cyprus,,y,http://syriaca.org/place/714,Old467,,,,,,,,,,Region,Old467,"35.0444470024,32.6288214881",Old467,,Old467,,,,,,"Is this Cyprus?
http://syriaca.org/place/2292 (Diocese)
http://syriaca.org/place/59 (Province)",,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1556",Mesopotami and Central Asia,1200-1600,Old467,"1, 4"
Old468,Egypt,,y,http://syriaca.org/place/715,Old468,,,,,,,,,,Region,Old468,,Old468,,Old468,"27.7796202493,30.8035806072",Y,,,,,,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1555",Mesopotami and Central Asia,1200-1600,Old468,"1, 4"
Old469,Hakkari,,y,http://syriaca.org/place/90,Old469,,,https://en.wikipedia.org/wiki/Hakkari,,,,,,,Region,Old469,,Old469,,Old469,"37.574444,43.740833",y,,,,,Both maps,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1526",Mesopotami and Central Asia,1200-1600,Old469,"1, 4"
Old470,TurʿAbdin,,,http://syriaca.org/place/221,Old470,,,,,,,,,,Region,Old470,"37.5,41.5",Old470,,Old470,,,,,,Duplicate; this appears earlier in the list as well,"Interestingly, the two different shades of blue in these syriaca URIs are all copied and pasted from the same part on the search results page. I have not been able to isolate the variable which changes hue.",,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1533",Mesopotami and Central Asia,1200-1600,Old470,"1, 4"
Old471,Alqosh,,,http://syriaca.org/place/19,Old471,,,,,,,,,,Settlement,Old471,"36.735278,43.096389",Old471,,Old471,,,,,,Duplicate; this appears earlier in the list as well,c. 1533,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1537",Mesopotami and Central Asia,1200-1600,Old471,"1, 4"
Old472,Amid,,,http://syriaca.org/place/8,Old472,,,,,,,,,,Settlement,Old472,"37.981944,40.210556",Old472,,Old472,,,,,,Secondary spelling,Both maps,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1541",Mesopotami and Central Asia,1200-1600,Old472,"1, 4"
Old473,Arbela (Erbil),,,http://syriaca.org/place/13,Old473,,,,,,,,,,Settlement,Old473,"36.191111,44.009167",Old473,,Old473,,,,,,Duplicate; this appears earlier in the list as well,Both maps,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1542",Mesopotami and Central Asia,1200-1600,Old473,"1, 4"
Old474,Baghdad,,,http://syriaca.org/place/41,Old474,,,,,,,,,,Settlement,Old474,"33.325,44.422",Old474,,Old474,,,,,,Duplicate? this appears earlier in the list as well as a city,Both maps,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1522",Mesopotami and Central Asia,1200-1600,Old474,"1, 4"
Old475,Beth Sbirino,,,http://syriaca.org/place/49,Old475,,,,,,,,,,Settlement,Old475,"37.316667,41.616667",Old475,,Old475,,,,,,,Can be on separate Tur ‘Abdin map,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1545",Mesopotami and Central Asia,1200-1600,Old475,"1, 4"
Old476,Bitlis,,,http://syriaca.org/place/300,Old476,,,,,,,,,,Settlement,Old476,"38.4,42.116666",Old476,,Old476,,,,,,secondary spelling,Both maps,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1525",Mesopotami and Central Asia,1200-1600,Old476,"1, 4"
Old477,Damascus,,,http://syriaca.org/place/66,Old477,,,,,,,,,,Settlement,Old477,"33.513,36.292",Old477,,Old477,,,,,,Duplicate; this appears earlier in the list as well,Both maps,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1531",Mesopotami and Central Asia,1200-1600,Old477,"1, 4"
Old478,Gazarta (Cizre),,,http://syriaca.org/place/88,Old478,,,,,,,,,,Settlement,Old478,"37.325,42.195833",Old478,,Old478,,,,,,,c. 1533,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1538",Mesopotami and Central Asia,1200-1600,Old478,"1, 4"
Old479,Ḥaḥ,,,http://syriaca.org/place/217,Old479,,,,,,,,,,Settlement,Old479,"37.500035,41.468078",Old479,,Old479,,,,,,,Tur ‘Abdin,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1546",Mesopotami and Central Asia,1200-1600,Old479,"1, 4"
Old480,Ḥiṣn-Kayf,,,http://syriaca.org/place/92,Old480,,,,,,,,,,Settlement,Old480,"37.714167,41.413056",Old480,,Old480,,,,,,secondary spelling,Both maps,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1524",Mesopotami and Central Asia,1200-1600,Old480,"1, 4"
Old481,Jerusalem,,,http://syriaca.org/place/104,Old481,,,,,,,,,,Settlement,Old481,"31.78333,35.21667",Old481,,Old481,,,,,,Duplicate; this appears earlier in the list as well,Both maps,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1534",Mesopotami and Central Asia,1200-1600,Old481,"1, 4"
Old482,Karamlish,,,http://syriaca.org/place/110,Old482,,,,,,,,,,Settlement,Old482,"36.303611,43.412778",Old482,,Old482,,,,,,,c. 1533,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1535",Mesopotami and Central Asia,1200-1600,Old482,"1, 4"
Old483,Manṣuriyya,,,http://syriaca.org/place/1417,Old483,,,,,,,,,,Settlement,Old483,,Old483,,Old483,,,,,,,c. 1533,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1549",Mesopotami and Central Asia,1200-1600,Old483,"1, 4"
Old484,Mardin,,,http://syriaca.org/place/130,Old484,,,,,,,,,,Settlement,Old484,"37.316667,40.737778",Old484,,Old484,,,,,,,Both maps,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1523",Mesopotami and Central Asia,1200-1600,Old484,"1, 4"
Old485,Melitene,,,http://syriaca.org/place/136,Old485,,,,,,,,,,Settlement,Old485,"38.34767,38.31463",Old485,,Old485,,,,,,,c. 1295,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1529",Mesopotami and Central Asia,1200-1600,Old485,"1, 4"
Old486,Midyat,,,http://syriaca.org/place/137,Old486,,,,,,,,,,Settlement,Old486,"37.416667,41.369722",Old486,,Old486,,,,,,,Tur ‘Abdin,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1548",Mesopotami and Central Asia,1200-1600,Old486,"1, 4"
Old487,Mosul,,,http://syriaca.org/place/139,Old487,,,,,,,,,,Settlement,Old487,"36.366667,43.116667",Old487,,Old487,,,,,,Duplicate; this appears earlier in the list as well,Both maps,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1528",Mesopotami and Central Asia,1200-1600,Old487,"1, 4"
Old488,Rome,,Y,http://syriaca.org/place/641,Old488,,,,,,,,,,Settlement,Old488,"41.8917375,12.4861685",Old488,,Old488,,,,,,,,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1559",Mesopotami and Central Asia,1200-1600,Old488,"1, 4"
Old489,Samarkand,,Y,http://syriaca.org/place/865,Old489,,,,,,,,,,Settlement,Old489,"39.656498,66.947223",Old489,,Old489,,,,,,,,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1553",Mesopotami and Central Asia,1200-1600,Old489,"1, 4"
Old490,Sis,,,http://syriaca.org/place/190,Old490,,,,,,,,,,Settlement,Old490,"37.45,35.8",Old490,,Old490,,,,,,,c. 1295,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1530",Mesopotami and Central Asia,1200-1600,Old490,"1, 4"
Old491,Tabriz,,Y,http://syriaca.org/place/308,Old491,,,,,,,,,,Settlement,Old491,,Old491,,Old491,"38.08,46.2919",,http://gazetteer.dainst.org/place/2109526,,,,Both maps,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1521",Mesopotami and Central Asia,1200-1600,Old491,"1, 4"
Old492,Trebizond,,Y,,Old492,,,,,,,,,,Settlement,Old492,#N/A,Old492,,Old492,"41.0042695,39.7233115",,http://pleiades.stoa.org/places/857359,http://gazetteer.dainst.org/place/2287752,http://www.geonames.org/738648/trabzon,,c. 1533,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1540",Mesopotami and Central Asia,1200-1600,Old492,"1, 4"
Old493,Zaz,,Y,http://syriaca.org/place/538,Old493,,,,,,,,,,Settlement,Old493,,Old493,,Old493,"37.514,41.53515",,http://gazetteer.dainst.org/place/2205598,,,,Tur ‘Abdin,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1547",Mesopotami and Central Asia,1200-1600,Old493,"1, 4"
Old494,Ilkhanate,,y,,Old494,,,,,,,,,,State,Old494,#N/A,Old494,,Old494,,,http://dbpedia.org/resource/Ilkhanate,,,,"Only need West, c. 1295",,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1517",Mesopotami and Central Asia,1200-1600,Old494,"1, 4"
Old495,India,,y,http://syriaca.org/place/500 ,Old495,,,,,,,,,,State,Old495,#N/A,Old495,,Old495,"22,79",,http://gazetteer.dainst.org/place/2043054,,,,,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1551",Mesopotami and Central Asia,1200-1600,Old495,"1, 4"
Old496,Mamluk Sultanate,,y,,Old496,,,,,,,,,,State,Old496,#N/A,Old496,,Old496,,,http://dbpedia.org/resource/Mamluk_Sultanate_(Cairo),,,,"Only need Syria, c. 1295",,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1518",Mesopotami and Central Asia,1200-1600,Old496,"1, 4"
Old497,Ottoman Empire,,,http://syriaca.org/place/631,Old497,,,,,,,,,,State,Old497,,Old497,,Old497,,,,,,,"Only need Levant, c. 1533",,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1519",Mesopotami and Central Asia,1200-1600,Old497,"1, 4"
Old498,Safavid Empire,,Y,,Old498,,,,,,,,,,State,Old498,#N/A,Old498,,Old498,,,,,,,"Only need West, c. 1533",,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1520",Mesopotami and Central Asia,1200-1600,Old498,"1, 4"
Old499,France,,y,,Old499,,,,,,,,,,State,Old499,#N/A,Old499,,Old499,"46,2",y,http://gazetteer.dainst.org/place/2076466,,,,,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1560",Mesopotami and Central Asia,1200-1600,Old499,"1, 4"
Old500,Herat,,y,http://syriaca.org/place/523,Old500,,,,,,,,,,Settlement,Old500,"34.345833,62.188384",Old500,,Old500,,,,,,"http://syriaca.org/place/523
Duplicate; earlier in the list as well",,,Thomas A. Carlson,"Syriac in a Diverse Middle East: From the Mongol Ilkhanate to Ottoman Dominance, 1286-1554",Mesopotami and Central Asia,1200-1600,Old500,"1, 4"
Old501,Ankamaly,,,http://syriaca.org/place/2252,Old501,,,,,,,,,,Diocese,Old501,"10.196,76.386",Old501,,Old501,,,,,,,,,István Perczel,India,India,AD 100- 2016,Old501,8
Old502,Ankamaly,,,http://syriaca.org/place/666,Old502,,,https://en.wikipedia.org/wiki/Angamaly,http://www.geonames.org/maps/wikipedia_10.196_76.386.html,,,,,,Settlement,Old502,"10.196,76.386",Old502,,Old502,,,,,,A city in Kerala in southern India,,,István Perczel,India,India,AD 100- 2016,Old502,8
Old503,Cochin,,,http://syriaca.org/place/507,Old503,,,https://en.wikipedia.org/wiki/Kochi,http://www.geonames.org/1273874/cochin.html,,,,,,Settlement,Old503,"9.97,76.28",Old503,,Old503,,,,,,A city in Kerala in southern India,,,István Perczel,India,India,AD 100- 2016,Old503,8
Old504,India,,,http://syriaca.org/place/500,Old504,,,https://en.wikipedia.org/wiki/India,,,,,,,Region,Old504,"22.5,77.5",Old504,,Old504,,,,,,A sub-continent in southern Asia,,,István Perczel,India,India,AD 100- 2016,Old504,8
Old505,Kandanad,,,http://syriaca.org/place/448,Old505,,,,,,,,,,Settlement,Old505,,Old505,,Old505,,,,,,A city on the Malabar coast in India,,,István Perczel,India,India,AD 100- 2016,Old505,8
Old506,Kerala,,,http://syriaca.org/place/602,Old506,,,https://en.wikipedia.org/wiki/Kerala,,,,,,,Province,Old506,"8.5,77",Old506,,Old506,,,,,,"A state of the nation of India, officially created in 1956",,,István Perczel,India,India,AD 100- 2016,Old506,8
Old507,Kottayam,,,http://syriaca.org/place/1947,Old507,,,https://en.wikipedia.org/wiki/Kottayam,,,,,,,Settlement,Old507,"9.58,76.52",Old507,,Old507,,,,,,A city in Kerala in southern India,,,István Perczel,India,India,AD 100- 2016,Old507,8
Old508,Malabar,,,http://syriaca.org/place/461,Old508,,,https://en.wikipedia.org/wiki/Malabar_region,,,,,,,Region,Old508,"11.25°N,75.77°E",Old508,,Old508,,,,,,A coastal Region in southern India,,,István Perczel,India,India,AD 100- 2016,Old508,8
Old509,Mylapore,,,http://syriaca.org/place/1960,Old509,,,https://en.wikipedia.org/wiki/Mylapore,,,,,,,Settlement,Old509,"13.0336,80.2687",Old509,,Old509,,,,,,A city in south-western India where according to tradition the Apostle Thomas ..,,,István Perczel,India,India,AD 100- 2016,Old509,8
Old510,Travancore,,,http://syriaca.org/place/506,Old510,,,https://en.wikipedia.org/wiki/Travancore,,,,,,,State,Old510,"8.433333,76.916667",Old510,,Old510,,,,,,A former kingdom in southern India,,,István Perczel,India,India,AD 100- 2016,Old510,8
Old511,Coromandel,,,http://syriaca.org/place/713,Old511,,,https://en.wikipedia.org/wiki/Coromandel_Coast,,,,,,,Region,Old511,"13.3667,80.3333",Old511,,Old511,,,,,,,,,István Perczel,India,India,AD 100- 2016,Old511,8
Old512,Trichur,,,http://syriaca.org/place/876,Old512,,,https://en.wikipedia.org/wiki/Thrissur,,,,,,,Settlement,Old512,"10.52,76.21",Old512,,Old512,,,,,,,,,István Perczel,India,India,AD 100- 2016,Old512,8
Old513,Goa,,,http://syriaca.org/place/822,Old513,,,https://en.wikipedia.org/wiki/Old_Goa,,,,,,,Settlement,Old513,"15°,30′,10.8″,N,73°,54′,43.2″,E",Old513,,Old513,,,,,,,,,István Perczel,India,India,AD 100- 2016,Old513,8
